text,sentimen
apa pihak jual   naikin harga dulu harga   harus jt dijadiin jt kena subsidi jt balik jt   gitu serius binggung ni,negatif
proyek proyek,netral
 tahun    punya tertawa    tahun  mulai rewel utama baterai   mulai lemah   papa   beli baterai     bosan baterai   ganti harga jual lumayan anjlok,negatif
moga punya produk anak bangsa aamiin allah yarobbal alamin,positif
subsidi  kok  kendara alangkah baik angarannya buat bangun pabrik pupuk tani susah sekarang tolong pikir nasip tani,positif
blong rem   tanya siap betul siap market sistem,negatif
subsidi juta,positif
lebih baik remaja lama drpd buat baru   mmg tuju ramah lingkung     booming jenis bbm langka buat sampah otomotif makin byk lebih baik lama remaja hemat bbm lagi kualitas   kokoh lama akan selamat   jd prioritas   dlm kendara,negatif
  perlu subsidi didik butuh didik bukan butuh sehat   subsidi bukan masyarakt kecil bawah garis mikin blm punya angan angan beli,negatif
perintah lucu infrastruktur spklu siap rata gembar gembor insentif beli kendara terus tanya dua insentif laku beli cash apa kredit jelas,negatif
  perlu subsidi buang anggar   beli tengah atas,negatif
yank takut masyarakat bagaimana habis jalan harga batre   mahal jka batre rusak,positif
orang kaya beri bantu alias insentif alias subsidi jaya negrinya si jokowi,positif
infrastruktur   masif,negatif
suka banget kak shania bawain berita si cantik cerdas,negatif
  banjir korslet nanjak gunung   curam sprt dieng mampu,negatif
,netral
,netral
padahal mjelang lebaran laris manis cuma pngisian daya charger batre   siap apa,negatif
nunggu murah harga juta beli,positif
dfsk gelora e dong,netral
    ketilep anggar,positif
  kaya makin kaya   miskin makin miskin,negatif
mana esemka  kok  hilang cinta produk produk indonesia,positif
apabole jt subsidi sekolah ahli otomotiv   satu murid apa iya produksi  semua  instrumen lokal apa benar krisis bgini motor bikin perut kenyang apa mungkin tuker tambah sama motor bensin dapet jt,positif
kota sangat lemah mungkin tetap tahan buat jepang samping lebih gesit isi minyak banding isi baterai,negatif
bikin tambah muaceet,positif
cnbc indonesia reporter adu kok gitu harus tambah semangat masyarakat milik uang cukup belanja uang rodah ekonomi makin cepat putar malah buat orang galau   moga cnbc indonesia ajar lgi reporter   milik rasa optimis dukung ubah indonesia,negatif
insentif tepat,netral
subsidi motor beda laku kait subsidi motor syarat haru va padahal ngecharge njeglek alas unuk usaha   milik kur cuman tolak belakang   subsidi benar laku,negatif
desain motor listrikny jelek jelek,negatif
yth   presiden usul   bagemana   kblb kendara motor bas baterai utama untu   jangan batas beli jangan batas laku masa beli sampun maturnuwun pareng,negatif
buang duwit rakyat miskin insetif apa bijak   masuk akal buang duwit untung orang kaya,negatif
dlu tunggu masayarakat barang  ,negatif
  hybrid masuk ganjil genap,negatif
iya   pln mati ngecas baterai,negatif
naik keliling kota cakep batrai habis bingung ngecarsnya   mungkin lebih baik naek nta    haus minum ppsnya wo ,positif
hore indonesia tambah macet ayo dukung terus produsen,positif
bagus mantap tesla,positif
lengkap baterai swap emergency walaupun cuma putar roda belakang manfaat hasil daya ngisi baterai bukan regeneratif braking,negatif
kok   lihat mol kendara,positif
wah ngeri dong banjir   takut korsleting,negatif
subsidi silang   naik pajak beli kendara mesin bbm subsidi kendara,negatif
  madam gmana hehe,netral
berita pro barat tahu perintah jenius bodoh banget   barat beri insentif     sumbang negara bangsa indonesia hihi tesla asurika cs gigit jari satu kata   indonesia lanjut,negatif
atur mbulet,netral
they said u can increase my maind,netral
semua kendara pakai tidur nyenyak ndk bising kendara lewat depan rumah lanjut mudah harga murah,negatif
gantung dl orang rat luhut msh orang kayak gitu abis subsidi embat sama,negatif
hulu produsen mang bijak main baru cuan baru hilir jalan macet lalu palak erp cuan haha,positif
lo he lohe subsidi produsen apa konsumen   jelas dong,negatif
hak dapat subsidi harus semua subsidi beri sepeda motor karna   beli arti orang kaya,negatif
usaha jual pasti luhut jangan naik harga motor se enak mentang subsisdi perintah produsen enak hati naik harga motor,positif
nik arti   misal rumahtangga beli lebih nik beda atw bagaimana terus subsidi beli motor,negatif
lihat realisasi,netral
subsidi   roda   jelas   tepat sasar uda   beli roda arti uda mandiri   roda jg benar krg sekali subsidi   maaf masy ekonomi lemah lha   beli motor baru hrga krg lbi jt hrsnya     terima bantu banyak duduk   blm pnya motor anggar untuk sektor otomotif pegawai otomotif banyak   banyak   motor bukan   banyak usaha   perlu subsidi besar  contoh  bangun pasar   masy jual bangun akses jalan cepat jakarta bal   blm nyambung negara uda nyambung sampe pelosok subsidi beli motor ide konsumtif   sia sia hrsnya subsidi pakai     lbi urus pln lebih daya   cara buat industri baru   pakai banyak bkn subsidi harga jual motor teknologi makin lama makin bagus murah rugi guna  sekarang ,negatif
apa pengaruh juta harga   juta,positif
ttep   mahal nikmat main motor sendiri langsung terima untung subsidi ikan perintah model subsidi ikan bukan konsumen masyarakat lebih main motor perintah produsen kemudian ecer kemudian masyarakat akhir dapet doank bla bla bla harga ttep   mahal lucu,positif
luhut curiga ,negatif
nik sih   sama sama arti keluarga subsidi lebih sekali,positif
betul subsidi jt   plat trus   mau pake plat bayar juta sama    ,positif
subsidi roda   orang kaya mana   tepat sasar ,negatif
gila sedikit sama   bohong,negatif
teknis beli bagaimana online soal blm banyak dealer daerah,negatif
apa bau itu,negatif
mikir begini mbok kolaborasi usaha indonesia buka lapang kerja lebih baik kasi negeri mas banyak generasi prestasi kurang untung sebenernya layak kerja dpt kerja coba fokus minim tahun   mikiri lapang kerja lebih manfaat mikiri subsidi kendara sebenernya jg signifikan,positif
keluarin   harga lcgc   perlu sebut subsidi  sila  bisik perintah produsen kendara,netral
dealer kendara rata seluruh indonesia,negatif
kendaran buat negeri,positif
akal akal cara korupsi,negatif
dapet insentif pajak dimahalin   perintah,negatif
ahli    sekarang  sbg transisi plg efisien mbl hybrid teknologi baterai mulai   tambang daur ulang baik cost efektif,positif
bukan dar hilir nikel makin cepat eropa beri larang nikel,netral
jarak jauh ngecasnya susah woy msih bom rata mlah jarang bnget mikir,negatif
bebek bagi orag mlarat kok cuman sedikit orag mlarat mampu beli motor cuk,negatif
makin orang kaya kasih insetif,positif
naik hebat hebat cekik terus rakyat kecil,negatif
negara eropa infrastruktur transportasi publik lajur kaki siap lebih kemudian baru laku insentif beri dampak jauh lebih baik,negatif
segala pajak harus bebas   mau go green harga lebih jangkau konsumen,negatif
cara tahu motor subsidi gimana   produsen dealer naikin harga olah subsidi padahal harga normal tetap segitu,positif
  harga a pecah juta   mw beli subsidi   usah jt jt  ,negatif
subsidi dong,netral
orang beli arti orang mampu ngapain kasi subsidi harus jatah bawa motor lebih besar nilai,negatif
wacana sama esemka,netral
alat   dpt rumah,positif
orang geblek beli arti masuk kaya kok   kasih motor gratis rakyat tengah bawah miskin geblek,negatif
lebih murah masyarakat mana bapak,positif
biar beli   tak pakek sendiri  ,negatif
anda wuling keluar   versi juta bukan   jt perintah   usah buang duit subsidi juta,negatif
bodoh perintah subsidi kok beri orang mampu coba subsidi didik sekolah banyak anak   sekolah gara   biaya   usah kasih subsidi model konsumtif kayak gin jual warga makin bodoh makin miskin   sekolah,negatif
wah mantap subsidi polusi lebih sehat,positif
beli wuling,negatif
coba lihat wuling ev jt indonesia harga jadi jt hampir semua investor tahan produksi ev indonesia kurang pajak serta desain bangun infrastruktur charging spot rata masalah perintah punya kurang pajak untung semua pihak insentif sangat mudah rubah ubah ubah mudah sifat,negatif
  pny rata otomotif   bnyk duit tau sya isi listrikny jga blom desa tempat tentu   tuju dg   paksa banget pdhal  semua  bom siap,negatif
patut duga jd lahan korupsi kongkalikong produsen perintah   pajak tahun lama tahun biaya lain lebih   jt,negatif
hyundai dapet insentif  tetap    harga lebih mahal bensin,positif
beli wuling airev cuma tinggal lebih dikit dong,negatif
hybrid pajak tahun ringan plat khusus kena ganjil genap,negatif
ramah lingkung   alami tabrak bagi bahaya bakar kasus   banyak jadi eropa,negatif
mo hidup enak banyakin duit,negatif
program konversi motor baru libat bumn pasti masif   pln pertamina program cicil libat karyawan kemudian bantu dana usaha bumn gala sepeda kantor   sempat buat booming konversi sepeda beberapa waktu   lalu timbul efek multiplier kurang tekan impor bbm selamat pln rugi akibat akibat tumbuh ekonomi   hambat gara pandemi kuat rupiah stabil ekonomi kendara bukan kendara jabat perintah   wajib masalah bakar kendara misal pakai baterai biasa pakai charge ulang dg bagi   sering kena air utama sepeda   beberapa kurang optimal anti air,negatif
harga murah harga batre muahal mafia komunis tiongkok timbun batre jauh hari jual harga mahal mungkin tiap tahun ganti batre mafia komunis tiongkok cuan rakyat derita,negatif
bisa produksi angkot desa jauh lebih murah misal angkot carry harga tengah angkot carry mesin     perhati perintah,netral
mantap fasilitas   beri perintah beli ev dp putus plat khusus bebas ganjil genap moga segera transformasi kendara ev lebih cepat,negatif
 ingat  kerja sama sama musk   pertama ketemu   tangan   dlu bisnis mungkin tuju,positif
untung pabrik,positif
apa kabar padahal negri luar biasa dapat negara,negatif
  antar anak sekolah antar bantu pasar klw jauh   klw jebak macet abis dorong pulang,negatif
esemka bangga solo,positif
  cerdas  orang  hny dn pasar itu jln x blom da  gimana  kota ngecas   jam br harga nih bbm naikin,netral
niat beli ev murah malah ikut dinaikin sama perintah terus rakyat  jangan  kasih sejahtera,negatif
